Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2019","2019","%","1.345059","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2019","2019","%","0.715974","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22008","Gross Domestic Product","2020","2020","million SLC","482203.8","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","349488.467044","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","62184.894701","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2020","2020","million SLC","462330.8","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6185","Value US$ per capita, 2015 prices","22008","Gross Domestic Product","2020","2020","USD","59835.298276","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2020","2020","million USD","336283.381521","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22008","Gross Domestic Product","2020","2020","%","-6.214021","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2020","2020","%","-3.869799","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-7.273276","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2020","2020","%","-6.458029","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2020","2020","%","-3.869799","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2020","2020","%","-3.024628","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22008","Gross Domestic Product","2021","2021","million SLC","583221.5","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","434111.451575","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","78270.600992","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2021","2021","million SLC","507134.2","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6185","Value US$ per capita, 2015 prices","22008","Gross Domestic Product","2021","2021","USD","66507.8494","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2021","2021","million USD","368871.82005","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22008","Gross Domestic Product","2021","2021","%","20.949171","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2021","2021","%","9.690767","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2021","2021","%","24.213384","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2021","2021","%","25.867546","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2021","2021","%","9.690767","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2021","2021","%","11.15153","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22008","Gross Domestic Product","2022","2022","million SLC","687230.4","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","498474.661509","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","88227.407394","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2022","2022","million SLC","526598.4","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6185","Value US$ per capita, 2015 prices","22008","Gross Domestic Product","2022","2022","USD","67794.200703","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2022","2022","million USD","383029.403742","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22008","Gross Domestic Product","2022","2022","%","17.833516","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2022","2022","%","3.838077","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2022","2022","%","14.826425","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2022","2022","%","12.721004","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2022","2022","%","3.838077","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2022","2022","%","1.934135","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22008","Gross Domestic Product","2023","2023","million SLC","673300.3","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","501427.624556","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2023","2023","USD","86615.973817","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2023","2023","million SLC","532259.5","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6185","Value US$ per capita, 2015 prices","22008","Gross Domestic Product","2023","2023","USD","66875.299034","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2023","2023","million USD","387147.091448","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22008","Gross Domestic Product","2023","2023","%","-2.026991","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2023","2023","%","1.075032","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2023","2023","%","0.5924","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2023","2023","%","-1.826455","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2023","2023","%","1.075032","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2023","2023","%","-1.355428","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22008","Gross Domestic Product","2024","2024","million SLC","707521.315248","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22008","Gross Domestic Product","2024","2024","million USD","529950.15865","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6119","Value US$ per capita","22008","Gross Domestic Product","2024","2024","USD","90863.339255","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2024","2024","million SLC","543436.4895","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6185","Value US$ per capita, 2015 prices","22008","Gross Domestic Product","2024","2024","USD","67772.739666","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22008","Gross Domestic Product","2024","2024","million USD","395276.845781","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22008","Gross Domestic Product","2024","2024","%","5.082578","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22008","Gross Domestic Product","2024","2024","%","2.099914","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22008","Gross Domestic Product","2024","2024","%","5.688265","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2024","2024","%","4.903675","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22008","Gross Domestic Product","2024","2024","%","2.099914","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61820","Annual growth US$ per capita, 2015 prices","22008","Gross Domestic Product","2024","2024","%","1.341961","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2015","2015","million SLC","115271.1","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2015","2015","million USD","83844.198353","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","million SLC","115271.1","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","million USD","83844.198353","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2015","2015","%","27.222271","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","%","27.222271","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2015","2015","%","27.222271","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","%","27.222271","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2015","2015","%","2.721693","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","%","1.960016","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2015","2015","%","-5.330845","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2015","2015","%","1.960016","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2016","2016","million SLC","114557.5","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2016","2016","million USD","82919.765138","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","million SLC","115883.6","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","million USD","84289.709599","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2016","2016","%","25.989269","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","%","26.41884","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2016","2016","%","25.989269","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","%","26.41884","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2016","2016","%","-0.619062","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","%","0.531356","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2016","2016","%","-1.102561","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2016","2016","%","0.531356","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2017","2017","million SLC","119637.6","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2017","2017","million USD","86635.841918","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","million SLC","121807.7","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","million USD","88598.694379","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2017","2017","%","25.23934","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","%","26.570303","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2017","2017","%","25.23934","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","%","26.570303","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2017","2017","%","4.434542","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","%","5.112112","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2017","2017","%","4.481533","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2017","2017","%","5.112112","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2018","2018","million SLC","113904.6","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2018","2018","million USD","84446.234732","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","million SLC","115777.2","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","million USD","84212.317931","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2018","2018","%","22.405903","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","%","24.396788","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2018","2018","%","22.405903","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","%","24.396788","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2018","2018","%","-4.791972","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","%","-4.950836","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2018","2018","%","-2.527369","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2018","2018","%","-4.950836","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2019","2019","million SLC","117442.9","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2019","2019","million USD","86091.83929","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","million SLC","118622.3","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","million USD","86281.744949","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2019","2019","%","22.841996","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","%","24.66456","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2019","2019","%","22.841996","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","%","24.66456","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2019","2019","%","3.106371","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","%","2.457392","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2019","2019","%","1.948701","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2019","2019","%","2.457392","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2020","2020","million SLC","100932.6","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2020","2020","million USD","73153.259366","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","million SLC","101823.9","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","million USD","74063.171676","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2020","2020","%","20.931523","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","%","22.024036","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2020","2020","%","20.931523","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","%","22.024036","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2020","2020","%","-14.058151","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","%","-14.16125","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2020","2020","%","-15.028811","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2020","2020","%","-14.16125","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2021","2021","million SLC","129739.2","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2021","2021","million USD","96569.266459","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","million SLC","125843.7","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","million USD","91534.340734","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2021","2021","%","22.24527","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","%","24.814674","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2021","2021","%","22.24527","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","%","24.814674","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2021","2021","%","28.540432","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","%","23.58955","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2021","2021","%","32.00952","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2021","2021","%","23.58955","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2022","2022","million SLC","142375.9","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2022","2022","million USD","103270.720503","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","million SLC","128967.3","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","million USD","93806.338989","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2022","2022","%","20.717346","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","%","24.490637","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2022","2022","%","20.717346","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","%","24.490637","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2022","2022","%","9.740079","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","%","2.482127","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2022","2022","%","6.939531","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2022","2022","%","2.482127","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2023","2023","million SLC","149410.2","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2023","2023","million USD","111270.411836","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","million SLC","128681.8","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","million USD","93598.676195","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2023","2023","%","22.190722","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","%","24.176515","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2023","2023","%","22.190722","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","%","24.176515","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61550","Annual growth Standard Local Currency","22015","Gross Fixed Capital Formation","2023","2023","%","4.940654","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","61810","Annual growth Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","%","-0.221374","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6129","Annual growth US$","22015","Gross Fixed Capital Formation","2023","2023","%","7.746331","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6182","Annual growth US$, 2015 prices","22015","Gross Fixed Capital Formation","2023","2023","%","-0.221374","X","Figure from international organizations",""
"MK","Macro Indicators","702","Singapore","6224","Value Standard Local Currency","22015","Gross Fixed Capital Formation","2024","2024","million SLC","157846.609375","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6110","Value US$","22015","Gross Fixed Capital Formation","2024","2024","million USD","118230.834715","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6225","Value Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2024","2024","million SLC","134065.125","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6184","Value US$, 2015 prices","22015","Gross Fixed Capital Formation","2024","2024","million USD","97514.320004","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6103","Share of GDP US$","22015","Gross Fixed Capital Formation","2024","2024","%","22.309803","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","6187","Share of GDP US$, 2015 prices","22015","Gross Fixed Capital Formation","2024","2024","%","24.669879","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61570","Share of GDP Standard Local Currency","22015","Gross Fixed Capital Formation","2024","2024","%","22.309803","E","Estimated value",""
"MK","Macro Indicators","702","Singapore","61860","Share of GDP Standard Local Currency, 2015 prices","22015","Gross Fixed Capital Formation","2024","2024","%","24.669879","E","Estimated value",""
